JoinField,UNIQUE_ID,COUNTYFP,Parish,Precinct,G24PREDHAR,G24PRERTRU,G24PRETOT,G24A1NO,G24A1YES,G24PRELOLI,G24PREOCRU,G24PREOFRU,G24PREOKEN,G24PREOPRE,G24PREOSON,G24PREOSTE,G24PREOTER,G24PREOWES,GCON01DMAN,GCON01NHYE,GCON01RARR,GCON01RSCA,GCON01RSHA,GCON02DCAR,GCON02DDAV,GCON02RGRA,GCON02RLYN,GCON02RPER,GCON03DGON,GCON03DSUM,GCON03RHIG,GCON03RJOH,GCON04RJOH,GCON04RMOR,GCON05DVAL,GCON05RLET,GCON05RMEN,GCON06DAND,GCON06DFIE,GCON06DJON,GCON06DWIL,GCON06RGUI
097;32A,St.-Landry-0-32A,097,St. Landry,00 32A,62,69,131,38,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53,0,3,69
097;33,St.-Landry-0-33,097,St. Landry,00 33,340,591,936,263,652,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,322,10,5,541
097;33A,St.-Landry-0-33A,097,St. Landry,00 33A,86,86,172,38,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,77,2,3,81
097;34,St.-Landry-0-34,097,St. Landry,00 34,100,295,399,92,292,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,95,0,2,288
097;34A,St.-Landry-0-34A,097,St. Landry,00 34A,45,310,356,108,238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,52,0,2,276
097;35,St.-Landry-0-35,097,St. Landry,00 35,758,667,1434,368,923,0,0,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,629,18,25,647
097;36,St.-Landry-0-36,097,St. Landry,00 36,430,102,545,137,333,0,1,0,5,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,394,3,8,108
097;37,St.-Landry-0-37,097,St. Landry,00 37,86,297,386,72,317,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75,0,5,283
097;37A,St.-Landry-0-37A,097,St. Landry,00 37A,122,274,398,74,328,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,109,2,5,263
097;38,St.-Landry-0-38,097,St. Landry,00 38,131,371,503,110,364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,123,5,10,333
097;39,St.-Landry-0-39,097,St. Landry,00 39,108,906,1023,239,731,1,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,138,6,12,781
097;39A,St.-Landry-0-39A,097,St. Landry,00 39A,2,82,85,23,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,72
097;4,St.-Landry-0-4,097,St. Landry,00 04,107,820,932,307,575,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,96,10,14,734
097;40,St.-Landry-0-40,097,St. Landry,00 40,101,439,540,126,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,105,3,8,360
097;41,St.-Landry-0-41,097,St. Landry,00 41,129,762,893,226,640,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,121,5,2,687
097;41A,St.-Landry-0-41A,097,St. Landry,00 41A,64,49,114,31,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,49,2,0,54
097;42,St.-Landry-0-42,097,St. Landry,00 42,50,289,343,97,222,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,2,8,246
097;43,St.-Landry-0-43,097,St. Landry,00 43,151,756,914,213,677,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,165,3,14,653
097;44,St.-Landry-0-44,097,St. Landry,00 44,45,290,336,77,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65,2,3,244
097;44A,St.-Landry-0-44A,097,St. Landry,00 44A,43,56,103,38,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,0,0,56
097;44B,St.-Landry-0-44B,097,St. Landry,00 44B,132,142,279,70,170,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,137,2,3,104
097;45,St.-Landry-0-45,097,St. Landry,00 45,76,371,447,121,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,91,3,3,317
097;46,St.-Landry-0-46,097,St. Landry,00 46,64,266,330,77,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,58,5,2,221
097;47,St.-Landry-0-47,097,St. Landry,00 47,88,330,421,116,281,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,109,2,8,268
097;48,St.-Landry-0-48,097,St. Landry,00 48,179,109,288,85,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,147,10,2,89
097;49,St.-Landry-0-49,097,St. Landry,00 49,203,256,463,126,299,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,173,5,20,199
097;4A,St.-Landry-0-4A,097,St. Landry,00 04A,5,54,61,16,39,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,54
097;4B,St.-Landry-0-4B,097,St. Landry,00 04B,17,120,141,13,131,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,3,109
097;5,St.-Landry-0-5,097,St. Landry,00 05,45,45,90,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,2,0,40
097;50,St.-Landry-0-50,097,St. Landry,00 50,156,30,187,56,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,130,2,3,24
097;50A,St.-Landry-0-50A,097,St. Landry,00 50A,31,45,76,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,42
097;51,St.-Landry-0-51,097,St. Landry,00 51,270,68,342,93,194,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,222,6,3,64
097;51A,St.-Landry-0-51A,097,St. Landry,00 51A,15,38,54,16,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,29
097;52,St.-Landry-0-52,097,St. Landry,00 52,89,457,552,147,375,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,110,6,10,382
097;6,St.-Landry-0-6,097,St. Landry,00 06,265,216,500,132,299,3,1,0,2,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,214,20,5,187
097;7,St.-Landry-0-7,097,St. Landry,00 07,19,503,527,147,353,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,2,15,455
097;7A,St.-Landry-0-7A,097,St. Landry,00 07A,76,264,343,95,199,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68,3,3,237
097;8,St.-Landry-0-8,097,St. Landry,00 08,210,307,527,164,303,1,0,0,2,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,180,11,0,303
097;9,St.-Landry-0-9,097,St. Landry,00 09,825,358,1194,361,688,3,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,706,48,17,342
097;9A,St.-Landry-0-9A,097,St. Landry,00 09A,9,51,60,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,51
099;1,St.-Martin-0-1,099,St. Martin,00 01,14,119,133,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,101,2,0,0,0,0,0,0,0,0,0,0
099;10,St.-Martin-0-10,099,St. Martin,00 10,634,112,758,191,464,3,1,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,390,120,113,9,0,0,0,0,0,0,0,0,0,0
099;11,St.-Martin-0-11,099,St. Martin,00 11,198,84,289,66,173,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,126,35,72,9,0,0,0,0,0,0,0,0,0,0
099;12,St.-Martin-0-12,099,St. Martin,00 12,491,490,995,247,666,3,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,315,79,479,31,0,0,0,0,0,0,0,0,0,0
099;13,St.-Martin-0-13,099,St. Martin,00 13,28,55,84,14,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,50,0,0,0,0,0,0,0,0,0,0,0
099;14,St.-Martin-0-14,099,St. Martin,00 14,44,213,259,50,194,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,209,9,0,0,0,0,0,0,0,0,0,0
099;15,St.-Martin-0-15,099,St. Martin,00 15,307,196,512,145,318,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,200,88,185,9,0,0,0,0,0,0,0,0,0,0
099;16,St.-Martin-0-16,099,St. Martin,00 16,18,46,67,23,41,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,49,0,0,0,0,0,0,0,0,0,0,0
099;17,St.-Martin-0-17,099,St. Martin,00 17,53,866,929,233,535,2,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,40,7,763,52,0,0,0,0,0,0,0,0,0,0
099;18,St.-Martin-0-18,099,St. Martin,00 18,198,433,638,197,397,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,37,428,23,0,0,0,0,0,0,0,0,0,0
099;19,St.-Martin-0-19,099,St. Martin,00 19,67,127,195,35,129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,119,11,0,0,0,0,0,0,0,0,0,0
099;2,St.-Martin-0-2,099,St. Martin,00 02,33,420,453,79,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,383,11,0,0,0,0,0,0,0,0,0,0
099;20,St.-Martin-0-20,099,St. Martin,00 20,93,549,644,168,390,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,11,531,9,0,0,0,0,0,0,0,0,0,0
099;21,St.-Martin-0-21,099,St. Martin,00 21,99,609,710,170,468,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,17,576,23,0,0,0,0,0,0,0,0,0,0
099;22,St.-Martin-0-22,099,St. Martin,00 22,69,466,539,145,362,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,41,20,450,22,0,0,0,0,0,0,0,0,0,0
099;23,St.-Martin-0-23,099,St. Martin,00 23,261,174,444,96,311,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,61,173,14,0,0,0,0,0,0,0,0,0,0
099;24,St.-Martin-0-24,099,St. Martin,00 24,787,413,1217,351,685,0,0,0,5,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,471,171,410,40,0,0,0,0,0,0,0,0,0,0
099;25,St.-Martin-0-25,099,St. Martin,00 25,32,147,183,48,122,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,4,140,4,0,0,0,0,0,0,0,0,0,0
099;26,St.-Martin-0-26,099,St. Martin,00 26,115,204,326,69,238,2,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,60,37,205,9,0,0,0,0,0,0,0,0,0,0
099;27,St.-Martin-0-27,099,St. Martin,00 27,83,59,149,50,74,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,60,13,68,5,0,0,0,0,0,0,0,0,0,0
099;28,St.-Martin-0-28,099,St. Martin,00 28,420,989,1421,363,971,5,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,307,72,957,54,0,0,0,0,0,0,0,0,0,0
099;29,St.-Martin-0-29,099,St. Martin,00 29,351,912,1276,320,800,3,0,0,4,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,224,77,889,34,0,0,0,0,0,0,0,0,0,0
099;3,St.-Martin-0-3,099,St. Martin,00 03,332,1057,1405,330,948,2,2,0,2,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,238,74,981,58,0,0,0,0,0,0,0,0,0,0
099;30,St.-Martin-0-30,099,St. Martin,00 30,78,273,354,91,231,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,268,13,0,0,0,0,0,0,0,0,0,0
099;31,St.-Martin-0-31,099,St. Martin,00 31,26,455,483,96,302,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,7,416,18,0,0,0,0,0,0,0,0,0,0
099;32,St.-Martin-0-32,099,St. Martin,00 32,2,88,90,17,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,0,0,0,0,0,0,0,0,0,0
099;33,St.-Martin-0-33,099,St. Martin,00 33,411,446,870,224,570,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,290,50,419,31,0,0,0,0,0,0,0,0,0,0
099;34,St.-Martin-0-34,099,St. Martin,00 34,184,503,698,181,482,2,0,0,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,130,44,506,22,0,0,0,0,0,0,0,0,0,0
099;35,St.-Martin-0-35,099,St. Martin,00 35,217,936,1158,258,777,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,123,66,887,25,0,0,0,0,0,0,0,0,0,0
099;36,St.-Martin-0-36,099,St. Martin,00 36,58,110,168,44,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,113,2,0,0,0,0,0,0,0,0,0,0
099;37,St.-Martin-0-37,099,St. Martin,00 37,134,527,667,143,484,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,106,17,504,23,0,0,0,0,0,0,0,0,0,0
099;38,St.-Martin-0-38,099,St. Martin,00 38,118,785,908,210,510,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,68,24,720,18,0,0,0,0,0,0,0,0,0,0
099;39,St.-Martin-0-39,099,St. Martin,00 39,113,699,816,260,505,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87,18,700,18,0,0,0,0,0,0,0,0,0,0
099;4,St.-Martin-0-4,099,St. Martin,00 04,18,182,202,46,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,173,4,0,0,0,0,0,0,0,0,0,0
099;40,St.-Martin-0-40,099,St. Martin,00 40,314,473,792,212,500,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,217,50,466,18,0,0,0,0,0,0,0,0,0,0
099;41,St.-Martin-0-41,099,St. Martin,00 41,101,670,786,172,470,0,1,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,58,20,666,22,0,0,0,0,0,0,0,0,0,0
099;42,St.-Martin-0-42,099,St. Martin,00 42,323,870,1206,339,708,1,0,0,5,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,213,83,853,14,0,0,0,0,0,0,0,0,0,0
099;43,St.-Martin-0-43,099,St. Martin,00 43,71,400,474,108,316,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,18,401,9,0,0,0,0,0,0,0,0,0,0
099;5,St.-Martin-0-5,099,St. Martin,00 05,11,64,75,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,63,2,0,0,0,0,0,0,0,0,0,0
099;6,St.-Martin-0-6,099,St. Martin,00 06,26,218,244,50,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,198,7,0,0,0,0,0,0,0,0,0,0
099;7,St.-Martin-0-7,099,St. Martin,00 07,53,29,82,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,43,2,0,0,0,0,0,0,0,0,0,0
099;8,St.-Martin-0-8,099,St. Martin,00 08,55,444,499,131,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,403,5,0,0,0,0,0,0,0,0,0,0
099;9,St.-Martin-0-9,099,St. Martin,00 09,244,554,808,181,517,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,145,59,522,40,0,0,0,0,0,0,0,0,0,0
101;1,St.-Mary-0-1,101,St. Mary,00 01,3,83,86,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,81,0,0,0,0,0,0,0,0,0,0,0
101;10,St.-Mary-0-10,101,St. Mary,00 10,283,246,537,121,381,1,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,190,47,245,13,0,0,0,0,0,0,0,0,0,0
101;11,St.-Mary-0-11,101,St. Mary,00 11,116,202,325,80,207,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,78,39,182,7,0,0,0,0,0,0,0,0,0,0
101;12,St.-Mary-0-12,101,St. Mary,00 12,196,96,298,73,191,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,112,41,99,7,0,0,0,0,0,0,0,0,0,0
101;13,St.-Mary-0-13,101,St. Mary,00 13,176,155,336,79,221,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,104,29,150,11,0,0,0,0,0,0,0,0,0,0
101;14,St.-Mary-0-14,101,St. Mary,00 14,178,301,481,107,348,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,117,33,300,10,0,0,0,0,0,0,0,0,0,0
101;15,St.-Mary-0-15,101,St. Mary,00 15,169,175,346,98,229,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133,25,162,8,0,0,0,0,0,0,0,0,0,0
101;16,St.-Mary-0-16,101,St. Mary,00 16,278,36,315,108,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,45,43,5,0,0,0,0,0,0,0,0,0,0
101;17,St.-Mary-0-17,101,St. Mary,00 17,193,215,418,91,318,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,133,45,229,2,0,0,0,0,0,0,0,0,0,0
101;18,St.-Mary-0-18,101,St. Mary,00 18,280,35,323,105,205,3,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,200,39,30,7,0,0,0,0,0,0,0,0,0,0
101;19,St.-Mary-0-19,101,St. Mary,00 19,90,572,672,126,508,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,59,25,571,5,0,0,0,0,0,0,0,0,0,0
101;2,St.-Mary-0-2,101,St. Mary,00 02,146,94,245,47,180,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,104,20,95,5,0,0,0,0,0,0,0,0,0,0
101;20,St.-Mary-0-20,101,St. Mary,00 20,243,102,346,87,231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136,76,105,3,0,0,0,0,0,0,0,0,0,0
101;21,St.-Mary-0-21,101,St. Mary,00 21,89,386,478,112,338,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,16,369,15,0,0,0,0,0,0,0,0,0,0
101;22,St.-Mary-0-22,101,St. Mary,00 22,136,703,847,180,617,1,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,86,18,676,24,0,0,0,0,0,0,0,0,0,0
101;23,St.-Mary-0-23,101,St. Mary,00 23,101,307,412,100,303,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,83,18,292,11,0,0,0,0,0,0,0,0,0,0
101;24,St.-Mary-0-24,101,St. Mary,00 24,179,417,601,140,432,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,131,31,407,11,0,0,0,0,0,0,0,0,0,0
101;25,St.-Mary-0-25,101,St. Mary,00 25,451,217,679,164,465,3,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,281,72,221,5,0,0,0,0,0,0,0,0,0,0
101;26,St.-Mary-0-26,101,St. Mary,00 26,278,376,671,135,482,1,2,0,6,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,195,43,363,11,0,0,0,0,0,0,0,0,0,0
101;27,St.-Mary-0-27,101,St. Mary,00 27,151,303,457,91,338,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,107,27,273,19,0,0,0,0,0,0,0,0,0,0
101;28,St.-Mary-0-28,101,St. Mary,00 28,62,463,527,108,393,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,18,433,11,0,0,0,0,0,0,0,0,0,0
101;29,St.-Mary-0-29,101,St. Mary,00 29,69,656,725,177,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,23,624,21,0,0,0,0,0,0,0,0,0,0
101;3,St.-Mary-0-3,101,St. Mary,00 03,184,48,237,33,188,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,126,20,61,5,0,0,0,0,0,0,0,0,0,0
101;30,St.-Mary-0-30,101,St. Mary,00 30,69,463,535,80,400,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,438,15,0,0,0,0,0,0,0,0,0,0
101;31,St.-Mary-0-31,101,St. Mary,00 31,54,595,649,91,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,583,5,0,0,0,0,0,0,0,0,0,0
101;32,St.-Mary-0-32,101,St. Mary,00 32,59,522,585,73,467,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,23,488,13,0,0,0,0,0,0,0,0,0,0
101;33,St.-Mary-0-33,101,St. Mary,00 33,70,530,601,119,432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,18,494,15,0,0,0,0,0,0,0,0,0,0
101;34,St.-Mary-0-34,101,St. Mary,00 34,72,390,468,96,338,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,21,356,11,0,0,0,0,0,0,0,0,0,0
101;35,St.-Mary-0-35,101,St. Mary,00 35,178,351,534,100,361,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,109,29,324,21,0,0,0,0,0,0,0,0,0,0
101;36,St.-Mary-0-36,101,St. Mary,00 36,60,382,445,58,371,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,367,13,0,0,0,0,0,0,0,0,0,0
101;37,St.-Mary-0-37,101,St. Mary,00 37,111,411,529,72,399,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81,29,395,16,0,0,0,0,0,0,0,0,0,0
101;38,St.-Mary-0-38,101,St. Mary,00 38,134,330,471,105,316,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,88,25,312,11,0,0,0,0,0,0,0,0,0,0
101;39,St.-Mary-0-39,101,St. Mary,00 39,152,328,488,96,371,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,114,25,324,10,0,0,0,0,0,0,0,0,0,0
101;4,St.-Mary-0-4,101,St. Mary,00 04,74,178,256,45,195,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,186,3,0,0,0,0,0,0,0,0,0,0
101;40,St.-Mary-0-40,101,St. Mary,00 40,82,319,405,70,297,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,29,302,6,0,0,0,0,0,0,0,0,0,0
101;41,St.-Mary-0-41,101,St. Mary,00 41,64,440,506,94,379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,399,19,0,0,0,0,0,0,0,0,0,0
101;42,St.-Mary-0-42,101,St. Mary,00 42,163,48,215,54,133,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,109,25,45,3,0,0,0,0,0,0,0,0,0,0
101;43,St.-Mary-0-43,101,St. Mary,00 43,79,261,343,54,254,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,10,247,11,0,0,0,0,0,0,0,0,0,0
101;44,St.-Mary-0-44,101,St. Mary,00 44,106,13,123,30,63,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,14,26,2,0,0,0,0,0,0,0,0,0,0
101;45,St.-Mary-0-45,101,St. Mary,00 45,134,420,558,112,338,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,83,21,330,8,0,0,0,0,0,0,0,0,0,0
101;5,St.-Mary-0-5,101,St. Mary,00 05,218,159,383,84,262,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,140,33,166,7,0,0,0,0,0,0,0,0,0,0
101;6,St.-Mary-0-6,101,St. Mary,00 06,183,480,669,143,488,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136,20,468,11,0,0,0,0,0,0,0,0,0,0
101;6A,St.-Mary-0-6A,101,St. Mary,00 06A,50,345,398,114,256,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,356,5,0,0,0,0,0,0,0,0,0,0
101;7,St.-Mary-0-7,101,St. Mary,00 07,454,246,704,156,508,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,80,233,11,0,0,0,0,0,0,0,0,0,0
101;8,St.-Mary-0-8,101,St. Mary,00 08,305,11,320,79,211,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,198,49,26,7,0,0,0,0,0,0,0,0,0,0
101;9,St.-Mary-0-9,101,St. Mary,00 09,89,261,350,66,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,18,269,5,0,0,0,0,0,0,0,0,0,0
103;101,St.-Tammany-0-101,103,St. Tammany,00 101,213,1066,1293,281,966,4,2,0,2,2,0,2,2,0,148,19,59,1015,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;102,St.-Tammany-0-102,103,St. Tammany,00 102,223,1123,1376,247,1079,5,0,0,18,2,2,3,0,0,161,11,51,1120,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
